WKT,nama,deskripsi
"POLYGON ((106.7351532 -6.1185593, 106.7255402 -6.1615699, 106.7324067 -6.1977506, 106.7557526 -6.2346114, 106.7722321 -6.2817077, 106.8196106 -6.2974054, 106.8779755 -6.3069604, 106.9246674 -6.3137852, 106.9562531 -6.3008179, 106.9589997 -6.2523583, 106.9507599 -6.216864, 106.9418335 -6.1683966, 106.9363404 -6.1335793, 106.9219208 -6.1096837, 106.8937683 -6.1083182, 106.8917084 -6.129483, 106.8580628 -6.1226557, 106.8168641 -6.129483, 106.7839051 -6.1335793, 106.7715454 -6.1192421, 106.7351532 -6.1185593))",DKI JKT,
