WKT,nama,deskripsi
"POLYGON ((106.8854337 -6.4603451, 106.8967633 -6.4258885, 106.8967633 -6.3883589, 106.9056897 -6.3610629, 106.8888669 -6.3382014, 106.843205 -6.3300119, 106.8074994 -6.3262584, 106.7937665 -6.3474143, 106.7597775 -6.3712991, 106.7796903 -6.3999592, 106.7989163 -6.4446523, 106.841145 -6.4589805, 106.8854337 -6.4603451))",Kota Depok,
