WKT,nama,deskripsi
"POLYGON ((106.820613 -6.3063052, 106.8205272 -6.3057933, 106.8199693 -6.3057933, 106.8194114 -6.305836, 106.8184672 -6.3057507, 106.8179523 -6.3051961, 106.8174802 -6.3052388, 106.8172227 -6.3055374, 106.816579 -6.3049829, 106.8161069 -6.3053241, 106.8164073 -6.3060919, 106.8169652 -6.3068597, 106.8164931 -6.308182, 106.8159352 -6.3082673, 106.8156348 -6.3097176, 106.8162786 -6.3106134, 106.8168365 -6.3105707, 106.8176948 -6.3104001, 106.8176518 -6.3113385, 106.8176089 -6.3127888, 106.8176948 -6.3144523, 106.8173085 -6.3150495, 106.8164931 -6.3151348, 106.8164931 -6.3160732, 106.8173944 -6.3160732, 106.8184243 -6.3164571, 106.8192397 -6.316841, 106.8197976 -6.3173955, 106.8207847 -6.3173955, 106.8223725 -6.3174382, 106.8237887 -6.3173955, 106.8244754 -6.3177368, 106.8249045 -6.3171823, 106.8250333 -6.3162012, 106.825162 -6.3151348, 106.8253337 -6.3142391, 106.8255483 -6.3128741, 106.825677 -6.3116371, 106.8258487 -6.310912, 106.8265353 -6.3112532, 106.8266641 -6.3102295, 106.8269216 -6.3088645, 106.8259345 -6.308438, 106.8248616 -6.3085659, 106.8244325 -6.3078834, 106.8244325 -6.3066464, 106.8238317 -6.3062199, 106.8228875 -6.3065185, 106.8219863 -6.3065611, 106.820613 -6.3063052))",Ragunan,
