WKT,nama,deskripsi
"POLYGON ((106.8061344 -6.2154155, 106.8061344 -6.2145623, 106.8063061 -6.2141143, 106.8063061 -6.213325, 106.8061129 -6.2128131, 106.8052117 -6.2130477, 106.8042461 -6.2132397, 106.8033878 -6.2134104, 106.8028085 -6.2136023, 106.8018214 -6.2137943, 106.8009416 -6.2140076, 106.7999117 -6.214285, 106.7990105 -6.2144556, 106.7983882 -6.2145836, 106.7981951 -6.2149462, 106.7982809 -6.2155222, 106.7983238 -6.2160981, 106.7983667 -6.2166954, 106.7984311 -6.21757, 106.7983453 -6.2183166, 106.7984096 -6.2192339, 106.7983453 -6.2198738, 106.7984311 -6.2205777, 106.7990748 -6.220919, 106.7999975 -6.221239, 106.80077 -6.2215376, 106.8013708 -6.221751, 106.8018858 -6.2220069, 106.8024651 -6.2222842, 106.8031518 -6.2226469, 106.8036239 -6.2232228, 106.8041603 -6.2238414, 106.8047611 -6.2246307, 106.8055765 -6.2240121, 106.8063061 -6.2235428, 106.8069927 -6.2231375, 106.8079154 -6.2225615, 106.8084947 -6.2221136, 106.8086879 -6.2219429, 106.8081943 -6.2212603, 106.8081943 -6.2205137, 106.8082373 -6.2196605, 106.8083231 -6.2184659, 106.8083445 -6.2171007, 106.8082802 -6.2159701, 106.8082158 -6.2158208, 106.8071429 -6.2158208, 106.8068854 -6.2156715, 106.8062417 -6.2156502, 106.8061344 -6.2154155))",GBK,
