WKT,nama,deskripsi
"POLYGON ((106.8512241 -6.2329996, 106.8509236 -6.2328502, 106.8507949 -6.2331489, 106.8507091 -6.2340448, 106.8510095 -6.2346207, 106.8515245 -6.2348127, 106.8522755 -6.2354313, 106.8526188 -6.2360285, 106.8526188 -6.2367751, 106.8524471 -6.2373297, 106.8521896 -6.2380763, 106.8520609 -6.2389295, 106.8517605 -6.2399534, 106.8520394 -6.2404653, 106.8524257 -6.2413185, 106.8526832 -6.2420438, 106.8531767 -6.2420438, 106.8538633 -6.2420438, 106.8534986 -6.2415532, 106.853048 -6.2408279, 106.8528978 -6.239996, 106.8530265 -6.2392495, 106.8531767 -6.2386095, 106.8534127 -6.2379696, 106.8535629 -6.2371164, 106.8536059 -6.2362632, 106.8534986 -6.2354739, 106.8532411 -6.2347487, 106.8528119 -6.2347487, 106.8527046 -6.2341728, 106.8525115 -6.2335328, 106.8519322 -6.2335328, 106.851267 -6.2335115, 106.8512241 -6.2329996))",Tebet Echo Park,
